"Hey, Soul Sister",Train,97,89,67,-4,8,80,217,19,4
Company,Justin Bieber,95,80,59,-5,8,43,208,13,6
Sing,Ed Sheeran,120,67,82,-4,6,94,235,30,5
Jealous - Remix,Nick Jonas,93,71,68,-4,44,45,222,1,8
Really Don't Care,Demi Lovato,121,73,71,-4,19,85,202,12,9
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,110,61,83,-4,29,71,293,9,7
Only Love Can Hurt Like This,Paloma Faith,91,89,57,-5,33,31,233,10,8
Heartbeat Song,Kelly Clarkson,149,80,49,-4,6,48,199,1,5
Up,Olly Murs,115,85,69,-5,10,64,224,2,3
Trumpets,Jason Derulo,82,70,63,-5,10,64,217,56,24
Runnin' (Lose It All),Naughty Boy,139,85,32,-6,48,8,213,1,8
Same Old Love,Selena Gomez,98,59,67,-4,21,44,229,2,3
I Want You To Know,Zedd,130,85,58,-3,14,37,240,1,6
Lips Are Movin,Meghan Trainor,139,83,78,-5,11,95,183,5,5
I'll Show You,Justin Bieber,192,61,36,-7,18,8,200,5,10
Here,Alessia Cara,120,82,38,-4,8,33,199,8,10
I Lived,OneRepublic,120,85,59,-5,27,34,235,7,4
Fireball (feat. John Ryan),Pitbull,123,94,69,-5,5,79,235,9,6
Easy Love,Sigala,124,94,68,-4,12,65,230,18,6
The Feeling,Justin Bieber,127,81,53,-6,10,21,245,8,6
I Really Like You,Carly Rae Jepsen,122,81,62,-5,22,60,205,1,4
BO$$,Fifth Harmony,103,87,81,-5,5,74,171,1,11
Sugar,Maroon 5,120,79,75,-7,9,88,235,6,3
Focus,Ariana Grande,100,88,67,-6,44,79,211,27,24
All About That Bass,Meghan Trainor,134,88,81,-4,11,96,189,5,5
On My Mind,Ellie Goulding,155,71,70,-7,9,74,213,26,5
Love Me Like You,Little Mix,106,67,79,-4,28,85,198,21,4
Broken Arrows,Avicii,116,67,63,-7,10,29,233,5,5
Booty,Jennifer Lopez,129,95,71,-4,26,40,210,0,5
What Do You Mean? - Acoustic,Justin Bieber,125,36,77,-11,10,76,204,79,4
Mark My Words,Justin Bieber,114,26,38,-9,17,52,134,88,3
Lay It All on Me,Rudimental,123,75,67,-7,19,48,242,14,4
American Oxygen,Rihanna,78,75,39,-6,33,48,320,5,9
Bang Bang,Jessie J,150,75,71,-4,38,73,199,27,9
Reality - Radio Edit,Lost Frequencies,122,70,71,-8,7,60,159,2,3
Alive,Sia,100,76,51,-4,11,44,264,25,5
Sugar (feat. Francesco Yates),Robin Schulz,123,82,64,-5,16,64,219,2,6
Been You,Justin Bieber,113,78,74,-6,32,86,199,2,7
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,123,89,76,-5,62,78,189,2,3
See You Again (feat. Charlie Puth),Wiz Khalifa,80,48,69,-8,6,28,230,37,8
Heroes (we could be),Alesso,126,75,52,-4,24,35,210,4,6
"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,156,60,47,-6,9,4,292,33,5
Perfect,One Direction,100,82,65,-5,12,40,230,6,8
Ghosttown,Madonna,79,55,54,-7,12,9,250,4,4
Bang My Head (feat. Sia & Fetty Wap),David Guetta,108,87,60,-4,10,59,193,5,8
Bloodstream,Ed Sheeran,89,59,48,-6,6,27,309,20,5
Living For Love,Madonna,123,79,67,-5,25,39,219,4,9
Baby Don't Lie,Gwen Stefani,100,55,69,-5,10,26,203,1,3
Don't Be so Hard on Yourself,Jess Glynne,120,82,57,-3,16,66,211,6,3
Steal My Girl,One Direction,77,76,47,-6,14,52,227,0,4
"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",Pitbull,127,85,68,-3,6,93,193,1,6
We Are Here,Alicia Keys,93,67,64,-6,8,8,285,43,4
St Jude,Florence + The Machine,117,43,26,-11,11,9,225,75,3
Yesterday (feat. Bebe Rexha),David Guetta,128,78,57,-4,33,28,243,2,3
Time of Our Lives,Pitbull,124,80,72,-6,69,72,229,9,6
Sparks,Hilary Duff,122,88,85,-5,10,79,186,4,6
Mr. Put It Down,Ricky Martin,128,78,80,-6,4,83,196,1,18
Legendary Lovers,Katy Perry,126,84,62,-5,8,39,224,2,8
Spark The Fire,Gwen Stefani,120,80,88,-4,20,54,202,8,6
Run Run Run,Kelly Clarkson,112,37,28,-7,11,8,273,45,4
Let Me Be Your Lover,Enrique Iglesias,112,90,72,-4,6,88,238,1,13
Dangerous,Jennifer Hudson,109,53,90,-5,8,65,255,0,5
L.A.LOVE (la la),Fergie,202,39,48,-8,26,27,193,2,9
The Hills,The Weeknd,113,56,58,-7,14,14,242,7,5
Love Yourself,Justin Bieber,100,38,61,-10,28,52,234,84,44
Cake By The Ocean,DNCE,119,75,77,-5,4,90,219,15,5
Don't Let Me Down,The Chainsmokers,160,87,53,-5,14,42,208,16,17
In the Name of Love,Martin Garrix,134,52,50,-6,45,17,196,11,4
Into You,Ariana Grande,108,73,62,-6,14,37,244,2,11
This Is What You Came For,Calvin Harris,124,93,63,-3,15,47,222,20,3
Million Reasons,Lady Gaga,130,42,67,-8,11,15,205,49,4
Needed Me,Rihanna,111,31,67,-8,8,30,192,11,24
7 Years,Lukas Graham,120,47,77,-6,39,34,237,29,5
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,113,83,67,-6,19,70,236,1,7
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,105,59,80,-6,6,59,214,10,4
Scars To Your Beautiful,Alessia Cara,97,74,57,-6,11,45,230,3,13
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,108,53,63,-7,18,42,225,40,4
Work,Rihanna,92,53,73,-6,9,56,219,8,9
Stitches,Shawn Mendes,150,75,75,-7,5,76,207,2,7
"Me, Myself & I",G-Eazy,112,67,76,-7,16,38,251,2,10
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,102,71,66,-7,8,69,198,4,11
Dangerous Woman,Ariana Grande,134,60,66,-5,36,29,236,5,4
Starving,Hailee Steinfeld,100,62,73,-4,11,51,182,38,6
Shout Out to My Ex,Little Mix,126,75,77,-4,11,80,246,2,9
Electric Love,B0NS,120,80,61,-8,26,52,218,1,5
Confident,Demi Lovato,130,75,59,-6,9,34,206,0,7
Too Good,Drake,118,65,79,-8,10,39,263,5,10
Roses,The Chainsmokers,100,80,71,-7,31,34,227,4,6
Cold Water (feat. Justin Bieber & M?,Major Lazer,93,80,61,-5,16,50,185,7,4
Me Too,Meghan Trainor,124,69,93,-6,48,84,181,10,10
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,108,88,75,-4,23,75,166,4,7
Ain't Your Mama,Jennifer Lopez,120,68,76,-6,7,82,218,5,23
Close,Nick Jonas,124,62,65,-5,14,40,234,25,8
Toothbrush,DNCE,105,79,55,-6,47,82,232,12,13
All We Know,The Chainsmokers,90,59,66,-9,12,30,194,10,3
Final Song,M0,105,67,70,-6,8,25,236,1,3
Company,Justin Bieber,95,80,59,-5,8,43,208,13,6
Hands To Myself,Selena Gomez,111,50,81,-7,34,47,201,1,12
All I Ask,Adele,142,28,59,-5,15,34,272,88,3
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,163,70,63,-6,11,50,215,1,15
NO,Meghan Trainor,92,80,56,-4,74,65,214,1,22
Kill Em With Kindness,Selena Gomez,120,88,76,-5,10,40,218,1,4
Cool Girl,Tove Lo,102,69,67,-7,8,20,199,31,11
Runnin' (Lose It All),Naughty Boy,139,85,32,-6,48,8,213,1,8
Here,Alessia Cara,120,82,38,-4,8,33,199,8,10
Perfect Illusion,Lady Gaga,125,86,61,-5,36,66,182,0,4
PILLOWTALK,ZAYN,125,70,59,-4,9,43,204,10,5
Out Of The Woods,Taylor Swift,92,84,55,-7,34,34,236,0,4
Rise,Katy Perry,101,64,55,-6,11,44,203,5,5
Wherever I Go,OneRepublic,100,69,55,-6,27,35,170,9,4
Body Say,Demi Lovato,87,74,63,-5,28,26,194,0,4
Don't Be A Fool,Shawn Mendes,175,34,47,-6,10,27,216,60,4
LIKE I WOULD,ZAYN,113,83,56,-6,26,23,192,2,11
Cheap Thrills,Sia,90,80,59,-5,8,73,225,6,22
I Got You,Bebe Rexha,98,89,61,-5,9,32,192,5,5
Run Away With Me,Carly Rae Jepsen,119,72,56,-6,5,25,251,1,5
Cruel (feat. ZAYN),Snakehips,110,88,60,-4,16,32,228,2,12
Send My Love (To Your New Lover),Adele,164,52,69,-8,17,56,223,4,10
WTF (Where They From),Missy Elliott,120,82,93,-3,6,56,193,2,20
Desire,Years & Years,126,78,71,-5,30,64,203,30,6
When We Were Young,Adele,144,59,38,-6,9,27,291,35,5
I Know What You Did Last Summer,Shawn Mendes,114,77,68,-5,16,72,224,11,10
Wish That You Were Here - From 揗iss Peregrine抯 Home for Peculiar Children?Original Motion Picture,Florence + The Machine,94,57,37,-6,13,12,403,72,3
Hurts,Emeli Sande,106,64,58,-8,15,18,238,2,3
Change,Christina Aguilera,82,54,62,-6,13,20,187,68,8
Make Me... (feat. G-Eazy),Britney Spears,123,70,70,-7,22,58,231,16,10
Keeping Your Head Up,Birdy,122,78,60,-5,19,53,208,16,5
True Colors,Zedd,126,79,57,-3,10,49,225,40,4
Make Me Like You,Gwen Stefani,118,71,74,-5,13,80,217,4,5
Champagne Problems,Nick Jonas,108,78,73,-5,9,64,193,0,13
Blown,DNCE,130,95,63,-5,10,73,197,0,4
Start,John Legend,110,4,52,-15,9,26,310,99,4
Pep Rally,Missy Elliott,90,75,83,-4,20,32,263,22,12
Higher,Carly Rae Jepsen,114,87,65,-5,37,44,234,1,6
Invitation,Britney Spears,112,65,37,-7,9,16,200,3,11
One Call Away (feat. Tyga) - Remix,Charlie Puth,91,69,75,-5,13,52,192,26,4
Beautiful Birds (feat. Birdy),Passenger,86,17,39,-13,11,14,214,91,3
Little Lies,Hilary Duff,124,76,57,-6,4,40,204,0,6
Do You Wanna Come Over?,Britney Spears,121,70,75,-6,11,45,203,1,7
BURNITUP!,Janet Jackson,123,71,83,-7,31,83,250,5,18
Picky - Remix,Joey Montana,186,81,70,-3,37,69,225,9,7
Behind Your Back,Nelly Furtado,98,47,80,-10,7,69,228,25,4
Million Years Ago,Adele,0,0,0,-60,0,0,227,0,0
Shape of You,Ed Sheeran,96,65,83,-3,9,93,234,58,8
Closer,The Chainsmokers,95,52,75,-6,11,66,245,41,3
Starboy,The Weeknd,186,59,68,-7,14,49,230,14,28
Treat You Better,Shawn Mendes,83,82,44,-4,11,75,188,11,34
That's What I Like,Bruno Mars,134,56,85,-5,9,86,207,1,4
Let Me Love You,DJ Snake,100,72,65,-5,14,16,206,9,3
I Feel It Coming,The Weeknd,93,82,77,-6,7,59,269,43,12
Mercy,Shawn Mendes,148,66,56,-5,11,36,209,13,8
Side To Side,Ariana Grande,159,74,65,-6,24,61,226,5,23
Stay,Zedd,102,62,69,-5,12,54,210,25,6
It Ain't Me (with Selena Gomez),Kygo,100,53,64,-7,9,52,221,12,7
Malibu,Miley Cyrus,140,78,57,-6,8,34,232,8,6
Something Just Like This,The Chainsmokers,103,65,61,-7,17,51,248,3,4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,102,76,72,-4,18,74,251,41,5
I Don抰 Wanna Live Forever (Fifty Shades Darker),ZAYN,118,45,74,-8,33,9,245,6,6
My Way,Calvin Harris,120,91,82,-3,16,54,219,9,4
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,81,67,61,-4,17,81,289,6,4
Praying,Kesha,73,39,58,-7,11,32,230,49,3
Despacito - Remix,Luis Fonsi,178,82,65,-4,10,82,229,23,17
The Greatest,Sia,192,73,67,-6,6,73,210,1,27
There for You,Martin Garrix,106,64,61,-8,12,13,222,12,6
Paris,The Chainsmokers,100,64,65,-7,9,25,222,2,3
Crying in the Club,Camila Cabello,85,62,33,-6,16,60,216,33,38
Mama,Jonas Blue,104,79,74,-4,5,57,184,10,4
Slide (feat. Frank Ocean & Migos),Calvin Harris,104,80,74,-3,25,51,231,50,5
Swish Swish,Katy Perry,120,71,84,-5,10,57,243,2,4
Chained To The Rhythm,Katy Perry,190,80,45,-5,20,47,238,8,17
Cold (feat. Future),Maroon 5,100,72,69,-6,5,41,234,14,11
Love,Lana Del Rey,99,37,53,-11,11,23,273,49,3
Reggaet髇 Lento (Remix),CNCO,94,91,53,-3,10,62,189,15,9
All I Ask,Adele,142,28,59,-5,15,34,272,88,3
First Time,Kygo,90,59,63,-7,10,68,194,20,11
The Cure,Lady Gaga,100,51,70,-5,9,52,211,8,3
"How Far I'll Go - From ""Moana""",Alessia Cara,181,54,31,-10,7,16,176,16,35
Bodak Yellow,Cardi B,125,72,93,-6,35,46,224,7,11
Rich Love (with Seeb),OneRepublic,105,87,40,-4,36,47,201,17,31
Tired,Alan Walker,124,88,69,-4,15,49,192,4,6
Came Here for Love,Sigala,125,87,71,-3,12,72,203,3,4
24K Magic,Bruno Mars,107,80,82,-4,15,63,226,3,8
Strip That Down (feat. Quavo),Liam Payne,106,50,87,-5,8,55,202,20,5
Cut To The Feeling,Carly Rae Jepsen,115,91,71,-3,30,65,208,1,6
OK - Spotify Version,Robin Schulz,122,81,65,-6,13,58,189,12,6
Bon app閠it,Katy Perry,106,79,80,-6,22,52,228,13,6
Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,135,57,76,-9,20,14,261,2,13
Get Low (with Liam Payne),Zedd,108,93,72,-4,5,54,205,3,5
Kissing Strangers,DNCE,120,74,77,-6,9,86,202,5,4
Slow Hands,Niall Horan,86,42,74,-7,6,85,188,1,5
Younger Now,Miley Cyrus,122,87,55,-5,14,33,249,0,6
Body Moves,DNCE,102,69,65,-5,4,86,236,0,4
Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,122,64,73,-7,8,53,158,2,4
Angel,Fifth Harmony,124,53,74,-6,35,13,189,0,4
Touch (feat. Kid Ink),Little Mix,102,75,64,-4,49,53,203,4,11
We Don't Talk Anymore - DROELOE Remix,Charlie Puth,100,82,70,-5,45,67,218,49,22
Love Incredible (feat. Camila Cabello),Cashmere Cat,167,50,37,-9,20,21,180,6,12
No Vacancy (with Sebasti醤 Yatra),OneRepublic,100,76,69,-4,14,59,223,8,4
Rich Boy,Galantis,110,90,74,-2,8,65,184,7,5
Lust for Life (with The Weeknd),Lana Del Rey,100,67,51,-9,36,27,264,58,6
Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,115,83,70,-6,36,63,245,28,27
Influence,Tove Lo,105,59,77,-10,11,33,225,10,5
Remember I Told You,Nick Jonas,113,53,68,-6,4,84,202,14,28
Messin' Around,Pitbull,158,81,57,-5,4,78,223,2,5
Water Under the Bridge,Adele,95,84,60,-7,11,47,240,2,7
Free Me,Sia,87,46,27,-4,14,21,286,85,3
Kissing Strangers - Remix,DNCE,120,77,76,-6,8,81,202,8,5
A L I E N S,Coldplay,148,88,43,-5,21,25,282,0,4
One Kiss (with Dua Lipa),Calvin Harris,124,86,79,-3,8,59,215,4,11
Havana (feat. Young Thug),Camila Cabello,105,52,77,-4,13,39,217,18,3
I Like It,Cardi B,136,73,82,-4,37,65,253,10,13
New Rules,Dua Lipa,116,70,76,-6,15,61,209,0,7
There's Nothing Holdin' Me Back,Shawn Mendes,122,81,87,-4,8,97,199,38,6
no tears left to cry,Ariana Grande,122,71,70,-6,29,35,206,4,6
IDGAF,Dua Lipa,97,54,84,-6,8,51,218,4,9
In My Blood,Shawn Mendes,140,71,62,-7,13,49,211,6,7
Wolves,Selena Gomez,125,80,72,-5,20,31,198,12,4
Dusk Till Dawn - Radio Edit,ZAYN,180,44,26,-7,11,10,239,10,4
Attention,Charlie Puth,100,61,78,-5,13,80,209,11,5
Electricity (with Dua Lipa),Silk City,118,67,59,-6,34,51,238,1,5
Love On The Brain,Rihanna,172,64,51,-5,8,38,224,7,5
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,103,71,66,-4,8,74,175,3,5
Silence,Marshmello,142,76,52,-3,17,29,181,26,9
Sorry Not Sorry,Demi Lovato,144,64,71,-7,26,89,204,2,23
Shallow - Radio Edit,Lady Gaga,96,33,57,-7,9,28,217,42,3
These Days,Rudimental,92,81,65,-4,17,55,211,19,5
What Lovers Do (feat. SZA),Maroon 5,110,60,80,-5,10,42,200,8,6
Finesse - Remix, feat. Cardi B,2018,105,86,70,-5,2,93,217,2
Perfect Duet (Ed Sheeran & Beyonc?,Ed Sheeran,95,30,59,-7,12,36,260,78,3
Bad At Love,Halsey,118,75,68,-4,9,61,181,6,3
Him & I (with Halsey),G-Eazy,88,73,59,-6,31,19,269,5,9
Friends (with BloodPop?,Justin Bieber,105,73,74,-5,30,62,189,0,4
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,98,67,67,-3,12,63,204,3,7
My My My!,Troye Sivan,103,46,70,-8,5,48,205,0,8
Capital Letters,Hailee Steinfeld,100,81,66,-6,5,46,219,3,8
Sick Boy,The Chainsmokers,90,58,66,-8,12,45,193,11,5
Tequila,Dan + Shay,86,59,47,-6,13,50,196,3,3
Look What You Made Me Do,Taylor Swift,128,71,77,-6,13,51,212,20,12
Youth (feat. Khalid),Shawn Mendes,100,60,53,-7,13,32,191,56,12
Bad Liar,Selena Gomez,121,41,97,-6,8,73,215,19,7
Anywhere,Rita Ora,107,80,63,-4,10,32,215,4,6
Say Something,Justin Timberlake,97,63,71,-7,8,37,279,10,8
Chun-Li,Nicki Minaj,129,73,69,-5,11,48,192,28,37
Sign of the Times,Harry Styles,120,57,52,-5,11,21,341,3,3
Familiar,Liam Payne,93,81,64,-5,8,91,197,2,33
Let Me,ZAYN,168,57,46,-6,10,19,185,24,5
Supernova,Ansel Elgort,140,62,77,-5,21,68,191,6,10
Nervous,Shawn Mendes,122,62,84,-7,13,74,164,4,8
First Time,Kygo,90,59,63,-7,10,68,194,20,11
End Game,Taylor Swift,159,59,65,-6,11,15,245,1,6
Mi Gente (feat. Beyonc?,J Balvin,105,72,76,-6,23,47,210,2,8
Lemon,N.E.R.D,95,73,92,-7,12,20,220,0,9
For You (With Rita Ora),Liam Payne,113,80,54,-5,42,18,243,2,3
Want To,Dua Lipa,92,69,57,-5,6,32,212,8,12
What I Need (feat. Kehlani),Hayley Kiyoko,104,79,63,-4,16,41,220,5,6
Wait,Maroon 5,126,60,66,-5,11,45,191,10,6
What About Us,P!nk,114,59,39,-6,9,19,272,3,6
Kissing Strangers,DNCE,120,74,77,-6,9,86,202,5,4
2U (feat. Justin Bieber),David Guetta,145,61,53,-7,23,53,195,23,6
Walk On Water (feat. Beyonc?,Eminem,82,44,48,-10,64,62,304,81,24
This Town,Niall Horan,112,41,68,-8,12,20,233,70,3
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,94,69,73,-4,10,42,221,2,5
MOVE TO MIAMI,Enrique Iglesias,100,87,76,-4,7,90,169,3,5
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,100,64,75,-5,11,45,186,25,9
Filthy,Justin Timberlake,97,58,75,-6,25,65,294,4,14
Never Be the Same - Radio Edit,Camila Cabello,130,69,63,-4,12,25,227,16,9
Ferrari,Bebe Rexha,77,48,58,-6,10,42,213,2,3
Supplies,Justin Timberlake,120,55,79,-7,13,23,226,1,5
Boom Boom,RedOne,110,76,75,-8,20,58,248,0,5
...Ready For It? - BloodPop?Remix,Taylor Swift,160,84,58,-5,10,50,190,13,22
Drip (feat. Migos),Cardi B,130,59,97,-8,8,27,264,5,26
Tell Me You Love Me - NOTD Remix,Demi Lovato,102,77,58,-5,9,76,182,5,8
Memories,Maroon 5,91,32,76,-7,8,57,189,84,5
Lose You To Love Me,Selena Gomez,102,34,51,-9,21,9,206,58,4
Someone You Loved,Lewis Capaldi,110,41,50,-6,11,45,182,75,3
Se駉rita,Shawn Mendes,117,54,76,-6,9,75,191,4,3
How Do You Sleep?,Sam Smith,111,68,48,-5,8,35,202,15,9
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,98,62,86,-6,9,67,204,15,8
Trampoline (with ZAYN),SHAED,127,46,62,-6,14,50,184,56,3
Happier,Marshmello,100,79,69,-3,17,67,214,19,5
Truth Hurts,Lizzo,158,62,72,-3,12,41,173,11,11
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,96,89,67,-3,74,48,159,30,6
Higher Love,Kygo,104,68,69,-7,10,40,228,2,3
Only Human,Jonas Brothers,94,50,80,-6,6,87,183,11,7
Beautiful People (feat. Khalid),Ed Sheeran,93,65,64,-8,8,55,198,12,19
Sucker,Jonas Brothers,138,73,84,-5,11,95,181,4,6
Don't Call Me Up,Mabel,99,88,67,-3,8,23,178,30,15
I Don't Care (with Justin Bieber),Ed Sheeran,102,68,80,-5,9,84,220,9,4
Talk (feat. Disclosure),Khalid,136,40,90,-9,6,35,198,5,13
Giant (with Rag'n'Bone Man),Calvin Harris,122,89,81,-4,8,61,229,2,4
Takeaway,The Chainsmokers,100,51,53,-8,10,35,210,13,3
All Around The World (La La La),R3HAB,125,86,73,-5,11,52,148,48,3
Girls Like You (feat. Cardi B),Maroon 5,125,54,85,-7,13,45,236,57,5
Call You Mine,The Chainsmokers,104,70,59,-6,34,52,218,20,3
No Guidance (feat. Drake),Chris Brown,93,45,70,-7,16,14,261,12,15
Antisocial (with Travis Scott),Ed Sheeran,152,82,72,-5,36,91,162,13,5
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,96,80,84,-4,6,62,213,16,23
Con Calma - Remix,Daddy Yankee,94,87,74,-3,4,61,181,17,5
Find U Again (feat. Camila Cabello),Mark Ronson,104,66,61,-7,20,16,176,1,3
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,95,79,75,-6,7,61,206,21,12
"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,136,76,53,-5,9,65,260,7,34
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,114,79,60,-6,42,24,217,1,7
Kills You Slowly,The Chainsmokers,150,44,70,-9,13,23,213,6,6
